Transaction_ID,Date,Customer_ID,Gender,Age,Product_Category,Quantity,Price_per_Unit,Total_Amount,Store_Location,Payment_Method,Customer_Type,Discount_Applied,Final_Amount,Day_of_the_Week,Sales_Representative,Total_Amount_Normalized,Final_Amount_Normalized
300,2023-01-31,CUST300,Female,19,Electronics,4,50,200,Boston,Debit Card,VIP,8.73,182.54,Tuesday,Mr. Timothy Kent Jr.,0.0707070707070707,0.0656613759285725
301,2023-03-26,CUST301,Male,30,Clothing,4,30,120,Chicago,Credit Card,Returning,18.8,97.44,Sunday,Nicholas Wolf,0.03838383838383838,0.03128083668738858
302,2023-07-14,CUST302,Male,57,Beauty,2,300,600,San Francisco,Debit Card,New,6.09,563.46,Friday,Richard Harris,0.23232323232323232,0.2195536791924007
303,2023-01-02,CUST303,Male,19,Electronics,3,30,90,Chicago,Credit Card,VIP,10.05,80.955,Monday,Sarah Farley,0.026262626262626262,0.02462086971452234
304,2023-07-19,CUST304,Female,37,Electronics,2,30,60,Miami,Credit Card,Returning,13.79,51.726,Wednesday,Steven Ramsey,0.014141414141414142,0.012812305889838853
305,2023-05-16,CUST305,Female,18,Beauty,1,30,30,San Francisco,Mobile Payment,New,3.32,29.004,Tuesday,Wendy Owens MD,0.00202020202020202,0.003632580711951884
306,2023-08-21,CUST306,Male,54,Electronics,1,50,50,Boston,Debit Card,New,2.27,48.865,Monday,Terri Reilly,0.010101010101010102,0.011656457208651695
307,2023-05-27,CUST307,Female,26,Electronics,2,25,50,Los Angeles,Credit Card,VIP,6.83,46.585,Saturday,Billy Hamilton,0.010101010101010102,0.010735333478100587
308,2023-08-05,CUST308,Female,34,Beauty,4,300,1200,Los Angeles,Debit Card,New,11.6,1060.8,Saturday,Benjamin Martinez,0.47474747474747475,0.42047985294340434
309,2023-12-23,CUST309,Female,26,Beauty,1,25,25,Boston,Debit Card,New,1.12,24.72,Saturday,Russell Dunn,0.0,0.0019018377024426945
310,2023-10-12,CUST310,Female,28,Beauty,1,25,25,Houston,Cash,New,5.42,23.645,Thursday,Kevin Mitchell,0.0,0.0014675359435205712
311,2023-12-05,CUST311,Female,32,Beauty,4,25,100,San Francisco,Credit Card,VIP,19.98,80.02,Tuesday,Billy Hamilton,0.030303030303030304,0.024243128184669144
312,2023-09-07,CUST312,Male,41,Clothing,4,30,120,Los Angeles,Credit Card,VIP,17.19,99.372,Thursday,Sarah Farley,0.03838383838383838,0.03206136784853978
313,2023-03-21,CUST313,Female,55,Beauty,3,500,1500,Boston,Credit Card,Returning,19.55,1206.75,Tuesday,Lisa Riley,0.5959595959595959,0.47944389174776153
314,2023-04-08,CUST314,Male,52,Clothing,4,30,120,San Francisco,Cash,VIP,12.84,104.592,Saturday,Terri Reilly,0.03838383838383838,0.03417025638953838
315,2023-06-01,CUST315,Male,47,Clothing,2,30,60,Seattle,Credit Card,Returning,1.35,59.190000000000005,Thursday,Donna Lewis,0.014141414141414142,0.015827774102485117
316,2023-04-22,CUST316,Female,48,Clothing,2,25,50,Los Angeles,Mobile Payment,New,18.48,40.760000000000005,Saturday,Kevin Mitchell,0.010101010101010102,0.008382023947196988
317,2023-01-30,CUST317,Male,22,Electronics,3,30,90,Houston,Debit Card,VIP,16.23,75.393,Monday,Billy Hamilton,0.026262626262626262,0.022373812613941085
318,2023-10-24,CUST318,Male,61,Clothing,1,25,25,Miami,Mobile Payment,VIP,2.81,24.2975,Tuesday,Kathryn Baker,0.0,0.001731147011145395
319,2023-10-05,CUST319,Male,31,Clothing,1,500,500,Houston,Cash,New,4.66,476.7,Thursday,Lisa Riley,0.1919191919191919,0.18450249723511378
320,2023-02-01,CUST320,Female,28,Electronics,4,300,1200,New York,Debit Card,VIP,11.88,1057.44,Wednesday,Benjamin Martinez,0.47474747474747475,0.41912240744575013
321,2023-06-10,CUST321,Female,26,Electronics,2,25,50,Los Angeles,Debit Card,VIP,17.38,41.31,Saturday,Thomas Jackson,0.010101010101010102,0.008604224847110632
322,2023-01-30,CUST322,Male,51,Electronics,1,500,500,New York,Mobile Payment,Returning,4.71,476.45,Monday,Billy Hamilton,0.1919191919191919,0.18440149682606213
323,2023-01-26,CUST323,Female,29,Beauty,3,300,900,New York,Cash,VIP,18.17,736.47,Thursday,Kevin Mitchell,0.35353535353535354,0.28945000227250917
324,2023-10-27,CUST324,Female,52,Electronics,3,50,150,Chicago,Debit Card,VIP,2.22,146.67,Friday,David Nguyen,0.050505050505050504,0.051169837237840805
325,2023-09-02,CUST325,Female,52,Electronics,2,25,50,Los Angeles,Cash,Returning,10.34,44.830000000000005,Saturday,Sarah Farley,0.010101010101010102,0.010026310606557958
326,2023-09-15,CUST326,Female,18,Clothing,3,25,75,New York,Debit Card,VIP,18.51,61.1175,Friday,Russell Dunn,0.020202020202020204,0.016606487256273388
327,2023-09-29,CUST327,Male,57,Electronics,3,50,150,New York,Debit Card,Returning,4.65,143.025,Friday,Richard Harris,0.050505050505050504,0.049697251273867656
328,2023-03-22,CUST328,Male,39,Beauty,2,50,100,Houston,Credit Card,Returning,8.41,91.59,Wednesday,Mr. Timothy Kent Jr.,0.030303030303030304,0.028917427115579816
329,2023-01-30,CUST329,Female,46,Electronics,4,25,100,Los Angeles,Cash,Returning,17.82,82.17999999999999,Monday,Steven Ramsey,0.030303030303030304,0.025115771718875454
330,2023-09-18,CUST330,Female,25,Beauty,4,50,200,Boston,Debit Card,VIP,16.34,167.32,Monday,Benjamin Martinez,0.0707070707070707,0.05951247102550765
331,2023-02-11,CUST331,Male,28,Electronics,3,30,90,Miami,Credit Card,New,8.6,82.26,Saturday,Donna Lewis,0.026262626262626262,0.02514809184977199
332,2023-04-06,CUST332,Male,58,Electronics,4,300,1200,Miami,Cash,VIP,13.94,1032.72,Thursday,Sarah Farley,0.47474747474747475,0.4091354869987223
333,2023-02-05,CUST333,Female,54,Electronics,4,300,1200,Chicago,Debit Card,VIP,6.43,1122.84,Sunday,Nicholas Wolf,0.47474747474747475,0.44554411445366343
334,2023-11-01,CUST334,Male,31,Electronics,3,300,900,Miami,Mobile Payment,New,10.21,808.11,Wednesday,Terri Reilly,0.35353535353535354,0.3183926794903519
335,2023-02-04,CUST335,Female,47,Beauty,4,30,120,Los Angeles,Cash,Returning,11.19,106.572,Saturday,Sarah Farley,0.03838383838383838,0.034970179629227494
336,2023-12-12,CUST336,Female,52,Beauty,3,50,150,Chicago,Credit Card,VIP,14.74,127.89,Tuesday,Lisa Riley,0.050505050505050504,0.04358268650988036
337,2023-05-01,CUST337,Male,38,Clothing,1,500,500,Los Angeles,Mobile Payment,Returning,7.74,461.3,Monday,Joyce Barnes,0.1919191919191919,0.17828087203753173
338,2023-07-26,CUST338,Male,54,Beauty,2,50,100,Boston,Credit Card,VIP,13.25,86.75,Wednesday,David Saunders,0.030303030303030304,0.026962059196339743
339,2023-03-03,CUST339,Female,22,Electronics,2,25,50,Miami,Debit Card,Returning,10.89,44.555,Friday,Sarah Farley,0.010101010101010102,0.009915210156601134
340,2023-10-19,CUST340,Female,36,Clothing,4,300,1200,Los Angeles,Mobile Payment,VIP,3.2,1161.6,Thursday,Benjamin Martinez,0.47474747474747475,0.4612032178730323
341,2023-05-07,CUST341,Male,31,Clothing,4,50,200,Boston,Mobile Payment,VIP,8.87,182.26,Sunday,Wendy Owens MD,0.0707070707070707,0.06554825547043465
342,2023-10-24,CUST342,Female,43,Clothing,4,500,2000,Miami,Credit Card,Returning,4.3,1914.0,Tuesday,Wendy Owens MD,0.797979797979798,0.7651740489548982
343,2023-11-01,CUST343,Male,21,Electronics,2,25,50,Houston,Credit Card,New,7.5,46.25,Wednesday,Steven Ramsey,0.010101010101010102,0.010599992929971366
344,2023-01-21,CUST344,Female,42,Beauty,1,30,30,Miami,Debit Card,New,4.6,28.62,Saturday,Thomas Jackson,0.00202020202020202,0.003477444083648539
345,2023-11-14,CUST345,Male,62,Electronics,1,30,30,San Francisco,Mobile Payment,Returning,2.3,29.31,Tuesday,Donna Lewis,0.00202020202020202,0.0037562052126311105
346,2023-02-11,CUST346,Male,59,Clothing,2,500,1000,Seattle,Credit Card,New,10.12,898.8000000000001,Saturday,Tara Herrera,0.3939393939393939,0.3550315878779309
347,2023-08-03,CUST347,Male,42,Electronics,1,25,25,Houston,Cash,VIP,12.26,21.935,Thursday,Joyce Barnes,0.0,0.0007766931456072394
348,2023-12-03,CUST348,Female,35,Electronics,2,300,600,Houston,Cash,New,14.05,515.6999999999999,Sunday,Mr. Timothy Kent Jr.,0.23232323232323232,0.2002585610471722
349,2023-10-26,CUST349,Female,57,Beauty,1,50,50,Miami,Cash,VIP,15.78,42.11,Thursday,David Nguyen,0.010101010101010102,0.008927426156075932
350,2023-10-17,CUST350,Male,25,Beauty,3,25,75,Boston,Credit Card,Returning,17.29,62.0325,Tuesday,Donna Lewis,0.020202020202020204,0.016976148753402448
351,2023-09-25,CUST351,Female,56,Clothing,3,30,90,Chicago,Debit Card,Returning,15.15,76.36500000000001,Monday,Nicholas Wolf,0.026262626262626262,0.02276650220433393
352,2023-06-11,CUST352,Male,57,Electronics,2,500,1000,Chicago,Cash,New,14.17,858.3000000000001,Sunday,David Saunders,0.3939393939393939,0.3386695216115625
353,2023-05-14,CUST353,Male,31,Electronics,1,500,500,Chicago,Debit Card,Returning,5.99,470.05,Sunday,Sarah Farley,0.1919191919191919,0.18181588635433973
354,2023-04-15,CUST354,Female,49,Beauty,4,50,200,New York,Mobile Payment,VIP,13.29,173.42,Saturday,Kevin Mitchell,0.0707070707070707,0.06197688100636807
355,2023-12-09,CUST355,Female,55,Electronics,1,500,500,San Francisco,Debit Card,Returning,14.94,425.3,Saturday,Richard Harris,0.1919191919191919,0.1637368131340932
356,2023-06-10,CUST356,Male,50,Electronics,3,500,1500,San Francisco,Mobile Payment,VIP,8.58,1371.3,Saturday,Joyce Barnes,0.5959595959595959,0.5459223609855619
357,2023-05-03,CUST357,Female,40,Electronics,3,25,75,Chicago,Credit Card,VIP,6.48,70.14,Wednesday,Benjamin Martinez,0.020202020202020204,0.020251592018947676
358,2023-05-16,CUST358,Female,32,Beauty,1,300,300,Los Angeles,Credit Card,VIP,9.32,272.04,Tuesday,Donna Lewis,0.1111111111111111,0.1018195223690656
359,2023-07-22,CUST359,Male,50,Clothing,1,50,50,Chicago,Credit Card,New,13.05,43.475,Saturday,Philip Mcbride,0.010101010101010102,0.009478888389497977
360,2023-03-09,CUST360,Male,42,Clothing,4,25,100,Chicago,Credit Card,VIP,1.85,98.15,Thursday,Sarah Farley,0.030303030303030304,0.03156767784909529
361,2023-12-10,CUST361,Female,34,Electronics,4,300,1200,San Francisco,Cash,Returning,6.2,1125.6,Sunday,Joyce Barnes,0.47474747474747475,0.44665915896959374
362,2023-11-27,CUST362,Male,50,Clothing,1,25,25,Boston,Credit Card,Returning,3.26,24.185,Monday,Billy Hamilton,0.0,0.0016856968270721492
363,2023-06-03,CUST363,Male,64,Beauty,1,25,25,New York,Debit Card,VIP,14.13,21.4675,Saturday,Richard Harris,0.0,0.0005878223806806425
364,2023-08-23,CUST364,Female,19,Beauty,1,500,500,Seattle,Credit Card,Returning,18.0,410.00000000000006,Wednesday,Philip Mcbride,0.1919191919191919,0.15755558810013182
365,2023-06-11,CUST365,Male,31,Clothing,1,300,300,Los Angeles,Mobile Payment,Returning,7.91,276.27000000000004,Sunday,Billy Hamilton,0.1111111111111111,0.10352844929021963
366,2023-02-07,CUST366,Male,57,Clothing,2,50,100,Boston,Debit Card,VIP,17.71,82.28999999999999,Tuesday,David Nguyen,0.030303030303030304,0.025160211898858184
367,2023-01-05,CUST367,Female,57,Electronics,1,50,50,San Francisco,Cash,Returning,18.45,40.775,Thursday,Thomas Jackson,0.010101010101010102,0.008388083971740085
368,2023-08-23,CUST368,Female,56,Clothing,4,300,1200,Seattle,Debit Card,VIP,1.71,1179.48,Wednesday,Joyce Barnes,0.47474747474747475,0.4684267671284068
369,2023-11-15,CUST369,Male,23,Electronics,3,500,1500,New York,Mobile Payment,New,18.85,1217.25,Wednesday,Nicholas Wolf,0.5959595959595959,0.4836859089279311
370,2023-10-16,CUST370,Male,23,Electronics,2,30,60,New York,Credit Card,Returning,16.24,50.256,Monday,Sarah Farley,0.014141414141414142,0.012218423484615113
371,2023-02-21,CUST371,Female,20,Beauty,1,25,25,Seattle,Mobile Payment,Returning,2.48,24.38,Tuesday,Russell Dunn,0.0,0.0017644771461324416
372,2023-02-07,CUST372,Female,24,Beauty,3,500,1500,Boston,Cash,New,18.79,1218.15,Tuesday,Mr. Timothy Kent Jr.,0.5959595959595959,0.4840495104005171
373,2023-10-03,CUST373,Female,25,Beauty,2,300,600,Boston,Mobile Payment,Returning,0.05,599.7,Tuesday,Billy Hamilton,0.23232323232323232,0.23419469848852886
374,2023-04-20,CUST374,Female,59,Beauty,3,25,75,Chicago,Debit Card,New,12.73,65.4525,Thursday,Terri Reilly,0.020202020202020204,0.01835783434922911
375,2023-09-17,CUST375,Male,32,Clothing,1,50,50,Seattle,Credit Card,New,17.45,41.275,Sunday,Sarah Farley,0.010101010101010102,0.008590084789843399
376,2023-05-16,CUST376,Female,64,Beauty,1,30,30,New York,Credit Card,VIP,6.68,27.996,Tuesday,Wendy Owens MD,0.00202020202020202,0.0032253470626556033
377,2023-03-09,CUST377,Female,46,Clothing,4,50,200,Houston,Mobile Payment,New,16.43,167.14,Thursday,David Nguyen,0.0707070707070707,0.059439750730990455
378,2023-06-28,CUST378,Male,50,Beauty,1,300,300,Chicago,Cash,Returning,12.7,261.9,Wednesday,Tara Herrera,0.1111111111111111,0.09772294577793039
379,2023-02-05,CUST379,Female,47,Clothing,1,25,25,Chicago,Cash,VIP,19.95,20.0125,Sunday,Benjamin Martinez,0.0,0.0
380,2023-05-06,CUST380,Male,56,Electronics,2,300,600,Los Angeles,Debit Card,New,1.85,588.9,Saturday,Russell Dunn,0.23232323232323232,0.22983148081749727
381,2023-07-09,CUST381,Female,44,Clothing,4,25,100,Boston,Mobile Payment,VIP,1.02,98.98,Sunday,David Saunders,0.030303030303030304,0.03190299920714679
382,2023-05-26,CUST382,Female,53,Clothing,2,500,1000,Chicago,Mobile Payment,VIP,15.85,841.5,Friday,Nicholas Wolf,0.3939393939393939,0.3318822941232912
383,2023-03-22,CUST383,Female,46,Beauty,3,30,90,Chicago,Mobile Payment,VIP,14.34,77.09400000000001,Wednesday,Donna Lewis,0.026262626262626262,0.023061019397128558
384,2023-08-13,CUST384,Male,55,Clothing,1,500,500,Miami,Cash,New,14.57,427.15,Sunday,Mr. Timothy Kent Jr.,0.1919191919191919,0.16448421616107545
385,2023-10-06,CUST385,Male,50,Electronics,3,500,1500,Miami,Cash,VIP,7.15,1392.75,Friday,Kathryn Baker,0.5959595959595959,0.5545881960821941
386,2023-12-27,CUST386,Female,54,Electronics,2,300,600,Seattle,Mobile Payment,New,7.43,555.42,Wednesday,Philip Mcbride,0.23232323232323232,0.2163055060372994
387,2023-06-04,CUST387,Male,44,Beauty,1,30,30,Houston,Mobile Payment,New,10.9,26.73,Sunday,Terri Reilly,0.00202020202020202,0.002713880991218015
388,2023-11-10,CUST388,Male,50,Electronics,1,25,25,New York,Debit Card,VIP,7.36,23.16,Friday,Benjamin Martinez,0.0,0.0012715951499603576
389,2023-12-01,CUST389,Male,21,Clothing,2,25,50,Boston,Debit Card,Returning,0.41,49.795,Friday,Kathryn Baker,0.010101010101010102,0.012032178730323858
390,2023-09-28,CUST390,Male,39,Electronics,2,50,100,Miami,Credit Card,VIP,5.25,94.75,Thursday,Benjamin Martinez,0.030303030303030304,0.030194072285992756
391,2023-01-05,CUST391,Male,19,Beauty,2,25,50,Los Angeles,Debit Card,VIP,19.83,40.085,Thursday,Wendy Owens MD,0.010101010101010102,0.008109322842757513
392,2023-12-08,CUST392,Male,27,Clothing,2,300,600,New York,Cash,Returning,10.13,539.22,Friday,Kathryn Baker,0.23232323232323232,0.2097606795307521
393,2023-10-11,CUST393,Female,22,Beauty,2,500,1000,Seattle,Mobile Payment,Returning,4.73,952.7,Wednesday,Richard Harris,0.3939393939393939,0.37680727606946807
394,2023-06-03,CUST394,Female,27,Clothing,1,500,500,Los Angeles,Credit Card,Returning,6.88,465.6,Saturday,Tara Herrera,0.1919191919191919,0.18001807907322026
395,2023-12-06,CUST395,Male,50,Electronics,2,500,1000,San Francisco,Credit Card,New,11.88,881.1999999999999,Wednesday,Joyce Barnes,0.3939393939393939,0.3479211590806942
396,2023-02-23,CUST396,Female,55,Beauty,1,30,30,Miami,Credit Card,Returning,10.46,26.862,Thursday,Sarah Farley,0.00202020202020202,0.0027672092071972885
397,2023-03-10,CUST397,Female,30,Beauty,1,25,25,New York,Cash,New,7.01,23.2475,Friday,David Nguyen,0.0,0.0013069452931284368
398,2023-05-16,CUST398,Female,48,Clothing,2,300,600,Miami,Cash,Returning,3.58,578.52,Tuesday,Richard Harris,0.23232323232323232,0.22563794383367247
399,2023-03-01,CUST399,Female,64,Beauty,2,30,60,Los Angeles,Cash,VIP,12.03,52.782,Wednesday,Russell Dunn,0.014141414141414142,0.013238931617673049
400,2023-02-24,CUST400,Male,53,Clothing,4,50,200,Los Angeles,Credit Card,VIP,1.33,197.34,Friday,Kevin Mitchell,0.0707070707070707,0.07164060014443059
401,2023-10-11,CUST401,Female,62,Clothing,1,300,300,Houston,Debit Card,VIP,8.36,274.92,Wednesday,Billy Hamilton,0.1111111111111111,0.10298304708134068
402,2023-03-21,CUST402,Female,41,Clothing,2,300,600,San Francisco,Debit Card,VIP,17.26,496.44,Tuesday,Benjamin Martinez,0.23232323232323232,0.1924774895338326
403,2023-05-20,CUST403,Male,32,Clothing,2,300,600,New York,Credit Card,VIP,18.82,487.08,Saturday,Richard Harris,0.23232323232323232,0.18869603421893857
404,2023-05-25,CUST404,Male,46,Electronics,2,500,1000,Seattle,Debit Card,VIP,11.36,886.4,Thursday,Wendy Owens MD,0.3939393939393939,0.3500219675889687
405,2023-11-06,CUST405,Female,25,Clothing,4,300,1200,Miami,Mobile Payment,VIP,5.07,1139.16,Monday,Philip Mcbride,0.47474747474747475,0.45213742115655564
406,2023-04-18,CUST406,Female,22,Beauty,4,25,100,Los Angeles,Credit Card,Returning,2.7,97.3,Tuesday,Kevin Mitchell,0.030303030303030304,0.031224276458319652
407,2023-06-25,CUST407,Female,46,Electronics,3,300,900,Seattle,Mobile Payment,Returning,3.2,871.1999999999999,Sunday,David Saunders,0.35353535353535354,0.34388114271862796
408,2023-04-15,CUST408,Female,64,Beauty,1,500,500,New York,Credit Card,New,11.35,443.25000000000006,Saturday,Kathryn Baker,0.1919191919191919,0.17098864250400217
409,2023-12-18,CUST409,Female,21,Electronics,3,300,900,Houston,Debit Card,New,12.8,784.8,Monday,Russell Dunn,0.35353535353535354,0.30897540135037543
410,2023-11-21,CUST410,Female,29,Clothing,2,50,100,Chicago,Mobile Payment,VIP,7.68,92.32,Tuesday,David Nguyen,0.030303030303030304,0.029212348310010648
411,2023-05-16,CUST411,Male,62,Electronics,4,50,200,New York,Cash,New,8.85,182.3,Tuesday,Steven Ramsey,0.0707070707070707,0.06556441553588292
412,2023-09-16,CUST412,Female,19,Electronics,4,500,2000,Los Angeles,Mobile Payment,VIP,7.81,1843.8,Saturday,Kathryn Baker,0.797979797979798,0.7368131340931929
413,2023-09-08,CUST413,Female,44,Beauty,3,25,75,Miami,Credit Card,New,7.63,69.2775,Friday,Richard Harris,0.020202020202020204,0.01990314060771946
414,2023-05-09,CUST414,Male,48,Beauty,4,25,100,Houston,Mobile Payment,Returning,6.01,93.99,Tuesday,Mr. Timothy Kent Jr.,0.030303030303030304,0.029887031042475715
415,2023-01-27,CUST415,Male,53,Clothing,2,30,60,Boston,Debit Card,New,0.59,59.646,Friday,Russell Dunn,0.014141414141414142,0.016011998848595336
416,2023-02-17,CUST416,Male,53,Electronics,4,500,2000,Chicago,Cash,New,14.08,1718.4,Friday,Joyce Barnes,0.797979797979798,0.6861513289128821
417,2023-11-21,CUST417,Male,43,Electronics,3,300,900,Houston,Debit Card,New,10.9,801.9,Tuesday,Steven Ramsey,0.35353535353535354,0.31588382932950876
418,2023-08-05,CUST418,Female,60,Electronics,2,500,1000,Chicago,Credit Card,Returning,7.74,922.6,Saturday,Terri Reilly,0.3939393939393939,0.3646468268196486
419,2023-05-22,CUST419,Female,44,Clothing,3,30,90,New York,Cash,Returning,4.69,85.779,Monday,Billy Hamilton,0.026262626262626262,0.026569773607583107
420,2023-01-23,CUST420,Female,22,Clothing,4,500,2000,Houston,Debit Card,VIP,14.44,1711.2,Monday,Donna Lewis,0.797979797979798,0.6832425171321943
421,2023-01-02,CUST421,Female,37,Clothing,3,500,1500,Seattle,Debit Card,New,0.94,1485.9,Monday,Philip Mcbride,0.5959595959595959,0.5922209484948414
422,2023-06-20,CUST422,Female,28,Clothing,3,30,90,Houston,Mobile Payment,New,17.23,74.493,Tuesday,Benjamin Martinez,0.026262626262626262,0.022010211141355117
423,2023-03-08,CUST423,Female,27,Clothing,1,25,25,Los Angeles,Credit Card,Returning,10.53,22.3675,Wednesday,Terri Reilly,0.0,0.0009514238532666059
424,2023-11-23,CUST424,Male,57,Beauty,4,300,1200,Houston,Cash,Returning,8.23,1101.24,Thursday,Donna Lewis,0.47474747474747475,0.43681767911160035
425,2023-05-15,CUST425,Female,55,Electronics,4,30,120,San Francisco,Cash,VIP,2.81,116.628,Monday,Kathryn Baker,0.03838383838383838,0.03903282008292133
426,2023-03-24,CUST426,Male,23,Electronics,3,50,150,New York,Debit Card,Returning,5.53,141.70499999999998,Friday,Billy Hamilton,0.050505050505050504,0.049163969114074904
427,2023-08-15,CUST427,Male,25,Electronics,1,25,25,Los Angeles,Cash,VIP,11.21,22.1975,Tuesday,Kevin Mitchell,0.0,0.0008827435751114801
428,2023-10-10,CUST428,Female,40,Electronics,4,50,200,Seattle,Mobile Payment,New,15.17,169.66000000000005,Tuesday,Terri Reilly,0.0707070707070707,0.06045783485423118
429,2023-12-28,CUST429,Male,64,Electronics,2,25,50,Houston,Debit Card,VIP,11.71,44.145,Thursday,Joyce Barnes,0.010101010101010102,0.009749569485756417
430,2023-08-07,CUST430,Female,43,Electronics,3,300,900,New York,Credit Card,VIP,15.43,761.13,Monday,Terri Reilly,0.35353535353535354,0.29941268262136456
431,2023-10-15,CUST431,Male,63,Electronics,4,300,1200,Houston,Cash,VIP,7.17,1113.96,Sunday,Russell Dunn,0.47474747474747475,0.44195657992414866
432,2023-01-05,CUST432,Female,60,Electronics,2,500,1000,Boston,Mobile Payment,Returning,8.01,919.9,Thursday,Philip Mcbride,0.3939393939393939,0.36355602240189067
433,2023-02-27,CUST433,Male,29,Beauty,4,50,200,Chicago,Credit Card,Returning,19.34,161.32,Monday,Terri Reilly,0.0707070707070707,0.05708846120826789
434,2023-02-08,CUST434,Female,43,Electronics,2,25,50,New York,Credit Card,New,16.32,41.84,Wednesday,Steven Ramsey,0.010101010101010102,0.008818345714300143
435,2023-12-20,CUST435,Female,30,Beauty,3,300,900,San Francisco,Cash,Returning,14.1,773.1,Wednesday,Lisa Riley,0.35353535353535354,0.3042485822067579
436,2023-03-18,CUST436,Female,57,Clothing,4,30,120,Seattle,Cash,New,16.67,99.996,Saturday,David Saunders,0.03838383838383838,0.03231346486953272
437,2023-10-07,CUST437,Female,35,Electronics,4,300,1200,Chicago,Debit Card,Returning,0.91,1189.08,Saturday,Richard Harris,0.47474747474747475,0.4723051828359904
438,2023-01-19,CUST438,Female,42,Clothing,1,30,30,Boston,Cash,Returning,6.01,28.197,Thursday,David Nguyen,0.00202020202020202,0.0033065513915331354
439,2023-07-09,CUST439,Male,50,Clothing,3,25,75,Miami,Cash,Returning,10.02,67.485,Sunday,David Saunders,0.020202020202020204,0.01917896767481908
440,2023-10-26,CUST440,Male,64,Clothing,2,300,600,San Francisco,Debit Card,New,0.85,594.9,Thursday,David Saunders,0.23232323232323232,0.23225549063473702
441,2023-10-10,CUST441,Male,57,Beauty,4,300,1200,Seattle,Cash,VIP,15.75,1011.0,Tuesday,Joyce Barnes,0.47474747474747475,0.40036057146031434
442,2023-03-17,CUST442,Female,60,Clothing,4,25,100,Seattle,Cash,Returning,19.93,80.07,Friday,Mr. Timothy Kent Jr.,0.030303030303030304,0.024263328266479475
443,2023-08-09,CUST443,Male,29,Clothing,2,300,600,Los Angeles,Debit Card,VIP,16.5,501.0,Wednesday,Mr. Timothy Kent Jr.,0.23232323232323232,0.19431973699493482
444,2023-03-07,CUST444,Female,61,Clothing,3,30,90,Boston,Credit Card,New,4.45,85.995,Tuesday,Russell Dunn,0.026262626262626262,0.02665703796100374
445,2023-01-22,CUST445,Female,53,Electronics,1,300,300,Los Angeles,Credit Card,New,16.86,249.42,Sunday,Donna Lewis,0.1111111111111111,0.0926810053580717
446,2023-06-07,CUST446,Male,21,Electronics,1,50,50,Seattle,Mobile Payment,New,5.02,47.49,Wednesday,Billy Hamilton,0.010101010101010102,0.011100954958867584
447,2023-07-06,CUST447,Male,22,Beauty,4,500,2000,Boston,Mobile Payment,Returning,13.53,1729.4,Thursday,Tara Herrera,0.797979797979798,0.690595346911155
448,2023-01-21,CUST448,Female,54,Beauty,2,30,60,Los Angeles,Debit Card,VIP,17.3,49.62,Saturday,Wendy Owens MD,0.014141414141414142,0.011961478443987697
449,2023-07-03,CUST449,Male,25,Electronics,4,50,200,Seattle,Mobile Payment,Returning,5.56,188.88,Monday,Joyce Barnes,0.0707070707070707,0.06822274630212252
450,2023-04-18,CUST450,Female,59,Beauty,2,25,50,Miami,Cash,VIP,3.13,48.435,Tuesday,Philip Mcbride,0.010101010101010102,0.011482736505082846
451,2023-12-16,CUST451,Female,45,Electronics,1,30,30,New York,Mobile Payment,VIP,19.93,24.021,Saturday,Mr. Timothy Kent Jr.,0.00202020202020202,0.0016194405587342633
452,2023-05-08,CUST452,Female,48,Clothing,3,500,1500,Houston,Mobile Payment,New,4.25,1436.25,Monday,David Saunders,0.5959595959595959,0.5721622672571823
453,2023-12-08,CUST453,Female,26,Clothing,2,500,1000,Chicago,Debit Card,Returning,18.04,819.6,Friday,Lisa Riley,0.3939393939393939,0.32303465829036604
454,2023-02-22,CUST454,Female,46,Beauty,1,25,25,Miami,Credit Card,VIP,15.53,21.1175,Wednesday,Terri Reilly,0.0,0.0004464218080083226
455,2023-07-01,CUST455,Male,31,Electronics,4,25,100,San Francisco,Mobile Payment,VIP,14.76,85.24000000000001,Saturday,Tara Herrera,0.030303030303030304,0.02635201672566774
456,2023-10-14,CUST456,Male,57,Electronics,2,30,60,Boston,Mobile Payment,New,1.05,59.370000000000005,Saturday,Russell Dunn,0.014141414141414142,0.015900494397002307
457,2023-07-28,CUST457,Female,58,Beauty,3,300,900,Seattle,Debit Card,VIP,6.47,841.77,Friday,Wendy Owens MD,0.35353535353535354,0.33199137456506694
458,2023-11-14,CUST458,Female,39,Electronics,4,25,100,Seattle,Mobile Payment,Returning,6.28,93.72,Tuesday,Nicholas Wolf,0.030303030303030304,0.029777950600699928
459,2023-03-21,CUST459,Male,28,Clothing,4,300,1200,New York,Mobile Payment,New,0.38,1195.44,Tuesday,Benjamin Martinez,0.47474747474747475,0.4748746332422646
460,2023-05-02,CUST460,Male,40,Beauty,1,50,50,Seattle,Debit Card,VIP,6.08,46.96,Tuesday,Nicholas Wolf,0.010101010101010102,0.010886834091678071
461,2023-03-25,CUST461,Female,18,Beauty,2,500,1000,New York,Cash,New,13.98,860.1999999999999,Saturday,Kathryn Baker,0.3939393939393939,0.33943712472035503
462,2023-04-01,CUST462,Male,63,Electronics,4,300,1200,Miami,Debit Card,Returning,9.79,1082.52,Saturday,Terri Reilly,0.47474747474747475,0.4292547684818123
